Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Price,Open,High,Low,Close,Volume,,Open,High,Low,Close,Volume
Date,,,,,,,,,,,
2025-09-04,238.4499969482422,239.89999389648438,236.74000549316406,239.77999877929688,47549400.0,AAPL,,,,,
2025-09-05,240.0,241.32000732421875,238.49000549316406,239.69000244140625,54837300.0,AAPL,,,,,
2025-09-04,,,,,,MSFT,504.29998779296875,508.1499938964844,503.1499938964844,507.9700012207031,15509500.0
2025-09-05,,,,,,MSFT,509.07000732421875,511.9700012207031,492.3699951171875,495.0,31971700.0
